Year,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn
2010,"AMBERJACK, GREATER",,,,Confidential,Commercial,Seriola dumerili,168689
2010,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,,,Confidential,Commercial,Sphyraenidae,170424
2010,BLUEFISH,,,,Confidential,Commercial,Pomatomus saltatrix,168559
2010,"CATFISHES, FORKTAIL **",,,,Confidential,Commercial,Ictalurus,163996
2010,"CATFISHES, SEA **",,,,Confidential,Commercial,Ariidae,164157
2010,"CRAB, BLUE","367,189",167,"371,045",Public,Commercial,Callinectes sapidus,98696
2010,"CROAKER, ATLANTIC",,,,Confidential,Commercial,Micropogonias undulatus,169283
2010,DOLPHINFISH,,,,Confidential,Commercial,Coryphaena hippurus,168791
2010,"DRUM, BLACK","11,442",5,"4,151",Public,Commercial,Pogonias cromis,169288
2010,"DRUM, RED","36,444",17,"64,619",Public,Commercial,Sciaenops ocellatus,169290
2010,FLATFISHES **,"27,565",13,"64,101",Public,Commercial,Pleuronectiformes,172702
2010,"GROUPER, GAG",,,,Confidential,Commercial,Mycteroperca microlepis,167759
2010,"GROUPERS, SERRANIDAE (FAMILY) **",,,,Confidential,Commercial,Serranidae,167674
2010,HARVESTFISHES **,,,,Confidential,Commercial,Peprilus,172564
2010,"JACK, CREVALLE",,,,Confidential,Commercial,Caranx hippos,168609
2010,KINGFISHES **,"2,895",1,"2,907",Public,Commercial,Menticirrhus,169273
2010,LADYFISH,,,,Confidential,Commercial,Elops saurus,161111
2010,"MACKEREL, KING",,,,Confidential,Commercial,Scomberomorus cavalla,172435
2010,"MACKEREL, SPANISH",,,,Confidential,Commercial,Scomberomorus maculatus,172436
2010,MENHADENS **,"104,729,230","47,505","8,378,339",Public,Commercial,Brevoortia ,161731
2010,"MULLET, STRIPED","58,796",27,"30,552",Public,Commercial,Mugil cephalus,170335
2010,"OYSTER, EASTERN","1,452,712",659,"4,267,658",Public,Commercial,Crassostrea virginica,79872
2010,"POMPANO, FLORIDA",,,,Confidential,Commercial,Trachinotus carolinus,168708
2010,"RUNNER, BLUE",,,,Confidential,Commercial,Caranx crysos,168612
2010,SCADS **,,,,Confidential,Commercial,Decapterus ,168723
2010,SCAMP,,,,Confidential,Commercial,Mycteroperca phenax,167763
2010,"SEATROUT, SAND","8,042",4,"5,225",Public,Commercial,Cynoscion arenarius,169243
2010,"SEATROUT, SPOTTED","41,534",19,"96,044",Public,Commercial,Cynoscion nebulosus,169239
2010,"SHARK, DOGFISH, SMOOTH",,,,Confidential,Commercial,Mustelus canis,160230
2010,SHEEPSHEAD,"24,852",11,"14,665",Public,Commercial,Archosargus probatocephalus,169189
2010,"SHRIMP, BROWN","1,602,473",727,"2,775,236",Public,Commercial,Penaeus aztecus,95605
2010,"SHRIMP, NORTHERN WHITE","2,545,338","1,155","5,536,859",Public,Commercial,Penaeus setiferus,95610
2010,"SNAPPER, GRAY",371,0,661,Public,Commercial,Lutjanus griseus,168848
2010,"SNAPPER, LANE",,,,Confidential,Commercial,Lutjanus synagris,168860
2010,"SNAPPER, RED",,,,Confidential,Commercial,Lutjanus campechanus,168853
2010,"SNAPPER, VERMILION",,,,Confidential,Commercial,Rhomboplites aurorubens,168909
2010,SPADEFISH,,,,Confidential,Commercial,Ephippidae ,553178
2010,SPOT,,,,Confidential,Commercial,Leiostomus xanthurus,169267
2010,"SQUIDS, LOLIGINIDAE **",,,,Confidential,Commercial,Loliginidae,82369
2010,"TRIGGERFISH, GRAY",,,,Confidential,Commercial,Balistes capriscus,173138
2010,TRIPLETAIL,,,,Confidential,Commercial,Lobotes surinamensis,169007
2010,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402
2010,"VERTEBRATES, JAWED",,,,Confidential,Commercial,Gnathostomata ,914179
2010,WENCHMAN,,,,Confidential,Commercial,Pristipomoides aquilonaris,168913
2011,"AMBERJACK, GREATER",,,,Confidential,Commercial,Seriola dumerili,168689
2011,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,,,Confidential,Commercial,Sphyraenidae,170424
2011,BLUEFISH,,,,Confidential,Commercial,Pomatomus saltatrix,168559
2011,"CATFISHES, SEA **",,,,Confidential,Commercial,Ariidae,164157
2011,"CRAB, BLUE","370,195",168,"320,735",Public,Commercial,Callinectes sapidus,98696
2011,"CROAKER, ATLANTIC",,,,Confidential,Commercial,Micropogonias undulatus,169283
2011,DOLPHINFISH,,,,Confidential,Commercial,Coryphaena hippurus,168791
2011,"DRUM, BLACK","9,440",4,"2,954",Public,Commercial,Pogonias cromis,169288
2011,"DRUM, RED","28,359",13,"57,893",Public,Commercial,Sciaenops ocellatus,169290
2011,FLATFISHES **,"55,201",25,"118,103",Public,Commercial,Pleuronectiformes,172702
2011,"GROUPER, GAG",,,,Confidential,Commercial,Mycteroperca microlepis,167759
2011,"GROUPER, WARSAW",,,,Confidential,Commercial,Epinephelus nigritus,167704
2011,"GRUNTS, HAEMULIDAE (FAMILY) **",,,,Confidential,Commercial,Haemulidae,169055
2011,HARVESTFISHES **,,,,Confidential,Commercial,Peprilus,172564
2011,HERRINGS **,,,,Confidential,Commercial,Clupeidae,161700
2011,"JACK, CREVALLE",,,,Confidential,Commercial,Caranx hippos,168609
2011,KINGFISHES **,626,0,599,Public,Commercial,Menticirrhus,169273
2011,LADYFISH,,,,Confidential,Commercial,Elops saurus,161111
2011,LOOKDOWN,,,,Confidential,Commercial,Selene vomer,168680
2011,"MACKEREL, KING",,,,Confidential,Commercial,Scomberomorus cavalla,172435
2011,"MACKEREL, SPANISH",,,,Confidential,Commercial,Scomberomorus maculatus,172436
2011,MENHADENS **,"266,756,366","121,000","9,870,788",Public,Commercial,Brevoortia ,161731
2011,"MULLET, STRIPED","92,639",42,"56,448",Public,Commercial,Mugil cephalus,170335
2011,"OYSTER, EASTERN","247,384",112,"927,690",Public,Commercial,Crassostrea virginica,79872
2011,PINFISH,,,,Confidential,Commercial,Lagodon rhomboides,169187
2011,"POMPANO, FLORIDA",,,,Confidential,Commercial,Trachinotus carolinus,168708
2011,"PORGY, WHITEBONE",,,,Confidential,Commercial,Calamus leucosteus,169200
2011,"RUNNER, BLUE",,,,Confidential,Commercial,Caranx crysos,168612
2011,"RUNNER, RAINBOW",,,,Confidential,Commercial,Elagatis bipinnulata,168738
2011,SCADS **,,,,Confidential,Commercial,Decapterus ,168723
2011,SCAMP,,,,Confidential,Commercial,Mycteroperca phenax,167763
2011,"SEATROUT, SAND","4,544",2,"2,776",Public,Commercial,Cynoscion arenarius,169243
2011,"SEATROUT, SPOTTED","38,675",18,"98,680",Public,Commercial,Cynoscion nebulosus,169239
2011,"SHAD, THREADFIN",,,,Confidential,Commercial,Dorosoma petenense,161738
2011,SHEEPSHEAD,"21,497",10,"13,041",Public,Commercial,Archosargus probatocephalus,169189
2011,"SHRIMP, BROWN","7,017,605","3,183","9,804,205",Public,Commercial,Penaeus aztecus,95605
2011,"SHRIMP, NORTHERN PINK",,,,Confidential,Commercial,Penaeus duorarum,95608
2011,"SHRIMP, NORTHERN WHITE","3,027,277","1,373","8,710,619",Public,Commercial,Penaeus setiferus,95610
2011,"SNAPPER, GRAY","2,228",1,"4,759",Public,Commercial,Lutjanus griseus,168848
2011,"SNAPPER, LANE",,,,Confidential,Commercial,Lutjanus synagris,168860
2011,"SNAPPER, RED","85,747",39,"167,637",Public,Commercial,Lutjanus campechanus,168853
2011,"SNAPPER, VERMILION",,,,Confidential,Commercial,Rhomboplites aurorubens,168909
2011,"SNAPPER, YELLOWTAIL",,,,Confidential,Commercial,Ocyurus chrysurus,168907
2011,SPADEFISH,,,,Confidential,Commercial,Ephippidae ,553178
2011,SPOT,,,,Confidential,Commercial,Leiostomus xanthurus,169267
2011,"SQUIDS, LOLIGINIDAE **",,,,Confidential,Commercial,Loliginidae,82369
2011,"TRIGGERFISH, GRAY",,,,Confidential,Commercial,Balistes capriscus,173138
2011,TRIPLETAIL,195,0,323,Public,Commercial,Lobotes surinamensis,169007
2011,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402
2011,"VERTEBRATES, JAWED","11,322",5,"5,577",Public,Commercial,Gnathostomata ,914179
2011,WAHOO,,,,Confidential,Commercial,Acanthocybium solandri,172451
2011,WENCHMAN,,,,Confidential,Commercial,Pristipomoides aquilonaris,168913
2012,"AMBERJACK, GREATER",,,,Confidential,Commercial,Seriola dumerili,168689
2012,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,,,Confidential,Commercial,Sphyraenidae,170424
2012,BLUEFISH,,,,Confidential,Commercial,Pomatomus saltatrix,168559
2012,"CATFISHES, SEA **","2,348",1,819,Public,Commercial,Ariidae,164157
2012,"CRAB, BLUE","782,114",355,"723,685",Public,Commercial,Callinectes sapidus,98696
2012,"CRAB, FLORIDA STONE",,,,Confidential,Commercial,Menippe mercenaria,98811
2012,"CROAKER, ATLANTIC",320,0,165,Public,Commercial,Micropogonias undulatus,169283
2012,DOLPHINFISH,,,,Confidential,Commercial,Coryphaena hippurus,168791
2012,"DRUM, BLACK","7,065",3,"3,497",Public,Commercial,Pogonias cromis,169288
2012,"DRUM, RED","34,797",16,"69,279",Public,Commercial,Sciaenops ocellatus,169290
2012,DRUMS **,,,,Confidential,Commercial,Sciaenidae,169237
2012,FLATFISHES **,"43,156",20,"100,768",Public,Commercial,Pleuronectiformes,172702
2012,"FLOUNDER, FOURSPOT",,,,Confidential,Commercial,Paralichthys oblongus,172739
2012,GARFISHES **,,,,Confidential,Commercial,Lepisosteidae,161092
2012,"GROUPER, GAG",,,,Confidential,Commercial,Mycteroperca microlepis,167759
2012,"GROUPER, RED",,,,Confidential,Commercial,Epinephelus morio,167702
2012,"GROUPER, WARSAW",,,,Confidential,Commercial,Epinephelus nigritus,167704
2012,HARVESTFISHES **,,,,Confidential,Commercial,Peprilus,172564
2012,"JACK, ALMACO",,,,Confidential,Commercial,Seriola rivoliana,168691
2012,"JACK, CREVALLE",,,,Confidential,Commercial,Caranx hippos,168609
2012,KINGFISHES **,"1,754",1,"1,795",Public,Commercial,Menticirrhus,169273
2012,LADYFISH,,,,Confidential,Commercial,Elops saurus,161111
2012,LOOKDOWN,,,,Confidential,Commercial,Selene vomer,168680
2012,"MACKEREL, KING",,,,Confidential,Commercial,Scomberomorus cavalla,172435
2012,"MACKEREL, SPANISH",868,0,729,Public,Commercial,Scomberomorus maculatus,172436
2012,MENHADENS **,"248,845,737","112,876","22,394,134",Public,Commercial,Brevoortia ,161731
2012,"MULLET, STRIPED","98,686",45,"62,938",Public,Commercial,Mugil cephalus,170335
2012,"OYSTER, EASTERN","425,496",193,"1,595,610",Public,Commercial,Crassostrea virginica,79872
2012,"PERCH, SAND",,,,Confidential,Commercial,Diplectrum formosum,167793
2012,PINFISH,,,,Confidential,Commercial,Lagodon rhomboides,169187
2012,"POMPANO, FLORIDA",,,,Confidential,Commercial,Trachinotus carolinus,168708
2012,"PORGY, WHITEBONE",,,,Confidential,Commercial,Calamus leucosteus,169200
2012,RAYS **,,,,Confidential,Commercial,Rajiformes,160806
2012,"RUNNER, BLUE",,,,Confidential,Commercial,Caranx crysos,168612
2012,SCADS **,,,,Confidential,Commercial,Decapterus ,168723
2012,SCAMP,,,,Confidential,Commercial,Mycteroperca phenax,167763
2012,"SEATROUT, SAND","3,755",2,"4,657",Public,Commercial,Cynoscion arenarius,169243
2012,"SEATROUT, SPOTTED","61,099",28,"155,702",Public,Commercial,Cynoscion nebulosus,169239
2012,SHEEPSHEAD,"44,175",20,"27,371",Public,Commercial,Archosargus probatocephalus,169189
2012,"SHRIMP, BROWN","9,197,616","4,172","15,758,542",Public,Commercial,Penaeus aztecus,95605
2012,"SHRIMP, NORTHERN PINK",,,,Confidential,Commercial,Penaeus duorarum,95608
2012,"SHRIMP, NORTHERN WHITE","3,808,135","1,727","8,006,525",Public,Commercial,Penaeus setiferus,95610
2012,"SNAPPER, GRAY",891,0,"1,625",Public,Commercial,Lutjanus griseus,168848
2012,"SNAPPER, LANE",,,,Confidential,Commercial,Lutjanus synagris,168860
2012,"SNAPPER, RED","114,895",52,"226,032",Public,Commercial,Lutjanus campechanus,168853
2012,"SNAPPER, VERMILION",,,,Confidential,Commercial,Rhomboplites aurorubens,168909
2012,"SNAPPERS, LUTJANIDAE (FAMILY) **",,,,Confidential,Commercial,Lutjanidae,168845
2012,SPADEFISH,,,,Confidential,Commercial,Ephippidae ,553178
2012,SPOT,,,,Confidential,Commercial,Leiostomus xanthurus,169267
2012,"SQUIDS, LOLIGINIDAE **",,,,Confidential,Commercial,Loliginidae,82369
2012,"STINGRAYS, DASYATIDAE (FAMILY) **",,,,Confidential,Commercial,Dasyatidae,160946
2012,"TRIGGERFISH, GRAY",,,,Confidential,Commercial,Balistes capriscus,173138
2012,TRIPLETAIL,254,0,543,Public,Commercial,Lobotes surinamensis,169007
2012,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402
2012,"VERTEBRATES, JAWED","31,186",14,"8,004",Public,Commercial,Gnathostomata ,914179
2012,WAHOO,,,,Confidential,Commercial,Acanthocybium solandri,172451
2013,"AMBERJACK, GREATER",,,,Confidential,Commercial,Seriola dumerili,168689
2013,"AMBERJACK, LESSER",,,,Confidential,Commercial,Seriola fasciata,168690
2013,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,,,Confidential,Commercial,Sphyraenidae,170424
2013,BLUEFISH,,,,Confidential,Commercial,Pomatomus saltatrix,168559
2013,"CATFISHES, FORKTAIL **",,,,Confidential,Commercial,Ictalurus,163996
2013,"CATFISHES, SEA **",,,,Confidential,Commercial,Ariidae,164157
2013,"CRAB, BLUE","359,254",163,"415,898",Public,Commercial,Callinectes sapidus,98696
2013,"CRABS, DECAPODA (ORDER) **",,,,Confidential,Commercial,Decapoda,95599
2013,DOLPHINFISH,,,,Confidential,Commercial,Coryphaena hippurus,168791
2013,"DRUM, BLACK","10,621",5,"6,537",Public,Commercial,Pogonias cromis,169288
2013,"DRUM, RED","36,516",17,"74,510",Public,Commercial,Sciaenops ocellatus,169290
2013,FLATFISHES **,"18,704",8,"44,557",Public,Commercial,Pleuronectiformes,172702
2013,GARFISHES **,,,,Confidential,Commercial,Lepisosteidae,161092
2013,"GROUPER, GAG",,,,Confidential,Commercial,Mycteroperca microlepis,167759
2013,"GROUPER, RED",,,,Confidential,Commercial,Epinephelus morio,167702
2013,"GROUPER, WARSAW",,,,Confidential,Commercial,Epinephelus nigritus,167704
2013,"GROUPER, YELLOWEDGE",,,,Confidential,Commercial,Epinephelus flavolimbatus,167699
2013,"GRUNTS, HAEMULIDAE (FAMILY) **",,,,Confidential,Commercial,Haemulidae,169055
2013,HARVESTFISHES **,,,,Confidential,Commercial,Peprilus,172564
2013,"JACK, ALMACO",,,,Confidential,Commercial,Seriola rivoliana,168691
2013,"JACK, CREVALLE",,,,Confidential,Commercial,Caranx hippos,168609
2013,JACKS **,,,,Confidential,Commercial,Carangidae,168584
2013,KINGFISHES **,"2,128",1,"2,153",Public,Commercial,Menticirrhus,169273
2013,LADYFISH,,,,Confidential,Commercial,Elops saurus,161111
2013,LOOKDOWN,,,,Confidential,Commercial,Selene vomer,168680
2013,"MACKEREL, KING",,,,Confidential,Commercial,Scomberomorus cavalla,172435
2013,"MACKEREL, SPANISH",749,0,554,Public,Commercial,Scomberomorus maculatus,172436
2013,MENHADENS **,"170,494,646","77,336","10,230,035",Public,Commercial,Brevoortia ,161731
2013,"MULLET, STRIPED","95,386",43,"61,039",Public,Commercial,Mugil cephalus,170335
2013,"OYSTER, EASTERN","336,192",152,"1,543,719",Public,Commercial,Crassostrea virginica,79872
2013,PINFISH,,,,Confidential,Commercial,Lagodon rhomboides,169187
2013,"POMPANO, FLORIDA",,,,Confidential,Commercial,Trachinotus carolinus,168708
2013,"PORGY, RED",,,,Confidential,Commercial,Pagrus pagrus,169207
2013,"PORGY, WHITEBONE",,,,Confidential,Commercial,Calamus leucosteus,169200
2013,"RUNNER, BLUE",,,,Confidential,Commercial,Caranx crysos,168612
2013,"RUNNER, RAINBOW",,,,Confidential,Commercial,Elagatis bipinnulata,168738
2013,SCAMP,,,,Confidential,Commercial,Mycteroperca phenax,167763
2013,"SEATROUT, SAND","2,361",1,"2,137",Public,Commercial,Cynoscion arenarius,169243
2013,"SEATROUT, SPOTTED","50,820",23,"127,977",Public,Commercial,Cynoscion nebulosus,169239
2013,SHEEPSHEAD,"31,419",14,"20,271",Public,Commercial,Archosargus probatocephalus,169189
2013,"SHRIMP, BROWN","5,565,645","2,525","11,807,195",Public,Commercial,Penaeus aztecus,95605
2013,"SHRIMP, NORTHERN WHITE","3,336,862","1,514","10,262,302",Public,Commercial,Penaeus setiferus,95610
2013,"SHRIMPS, ROCK **",,,,Confidential,Commercial,Sicyonia,96027
2013,"SNAPPER, GRAY",,,,Confidential,Commercial,Lutjanus griseus,168848
2013,"SNAPPER, LANE",,,,Confidential,Commercial,Lutjanus synagris,168860
2013,"SNAPPER, RED",,,,Confidential,Commercial,Lutjanus campechanus,168853
